ISBN,書籍簡介
9789869677929,"

1. 超效率快速學測重點複習2. 小單元擬真試題3. 學測擬真試題
                    
"
9789862243152,"

特點1:將一綱多本的基礎地球科學上下兩冊學習重點濃縮、綜合與歸納，讓同學在學測考試前有限時間內，可以將獨立兩冊的地球科學內容精華融會貫通。特點2:以「圖形」及「表格」整理重點概念，對比清楚，容易吸收。特點3:主題重點整理結束附上「觀念確認問題」，以歷屆學測題目幫助同學評量自己是否熟悉地球科學重點內容。同時藉由題目演練的過程，也可以掌握各主題於歷屆學測中的重要程度。特點4:「Key point速記」可以釐清容易混淆的概念，進一步幫助同學掌握地球科學的時事內容。
                    
"
9789862241202,"

特點一:內容歸納分類歷屆大考試題，並配合 高中學測地球科學課程內容及複習時程，精編設計了42個學習重點，一網打盡近幾年來常見學測地球科學試題的命題趨勢和類型。特點二:編者以第一線從教人員經驗整理相關大考類題、練習題，並強化解題概念、過程及技巧，以加深同學們學習印象並熟悉各類題。全書重點整理簡單明瞭，並與範例、類題緊密結合。所有試題都提供符合同學們經驗的詳解，力求詳實且明確的回答同學們心中的疑惑。特點三:內容不單純僅是試題整理和分析，對應考題類型均提供綜合高中課程、版本之學習重點，盡量用小單元知識表格以深化學習，每個單元末均附有「全方位」實力提升試題，勾勒未來命題趨勢和方向之餘，也順便檢驗同學們對整個單元的掌握度。
                    
"
9789862242483,"

本書之編輯方式是將所有教材經由「系統化」整理歸類後，細分為16個單元。提供同學在考前最珍貴的黃金8週，進行「每週2個單元」踏實而有效的複習。本書每個單元皆涵蓋下列5個編輯特色：(１) 單元星號標示每單元依據歷屆學測考試頻率，以「星星　」數目標示本單元的重要度。(２) 黃金命題診斷 開宗明義列出該單元中每年「學測」必考的重要觀念和常考的重要命題！(３) 單元重點Check-up將該單元重要觀念統整歸納後，利用最精簡、明暢、扼要的「表格」及「圖形」，將其「系統化」呈現。(４) 知識急救站單元重點Check-up之後，本書針對學習重點中較需進一步分析、或容易混淆的觀念，在「知識急救站」中進行跨章節橫向統整，再一次提醒叮嚀同學。(５) 戰力大進補TEST　　(A) 此部份模擬學測命題趨勢與方式，精編試題全部取材於該單元的精華內容，請同學在該單元重點複習完成之後，即刻著手進行練習。　　(B) 在「TEST答案＆解析」部份，本書先列出「答案」方便同學核對，之後再針對試題進行詳細解說，幫助同學領悟解題技巧並掌握應試要領。
                    
"
9789862242230,"

本書肯定是同學們「省時間、得高分」的複習寶典，因為具備下列特點：特點(1)內容歸納分類歷屆大考試題，並配合高中學測地球科學課程內容及複習時程，精編設計了42個學習重點，一網打盡近幾年來常見學測地球科學試題的命題趨勢和類型。特點(2)編者以第一線從教人員經驗整理相關大考類題、練習題，並強化解題概念、過程及技巧，以加深同學們學習印象並熟悉各類題型。全書重點整理簡單明瞭，並與範例、類題緊密結合。所有試題都提供符合同學們經驗的詳解，力求詳實且明確的回答同學們心中的疑惑。特點(3)內容不單純僅是試題整理和分析，對應考題類型均提供綜合高中課程、版本之學習重點，盡量用小單元知識表格以深化學習，每個大單元末均附有整合性的QUIZ，勾勒未來命題趨勢和方向之餘，也順便檢驗同學們對整個單元的掌握度。特點(4)本書另外附贈「測驗題本」，第1～6回的測驗範圍配合章節學習順序，第7、8回則為「學測仿真模擬試題」。無論質與量都貼近學測考題，同學善加應用，肯定實收立竿見影的效果！
                    
"
