ISBN,書籍簡介
9789865357535,0
704051516191,0
730355502181,"

109升高中{麻辣}試題總複習{數學}(全)
                    
"
704051516181,0
,"

主題式複習，強化升學必備能力。講義式編寫，提早適應國中模式。升私中及資優班的準備教材。主題1：整數的運算主題2：最大公因數與最小公倍數主題3：分數的運算主題4：小數的運算主題5：整數、分數與小數主題6：重量、容量和長度主題7：時間與速率主題8：百分率主題9：成正比與成反比主題10：平面圖形與立體形體主題11：面積主題12：圓主題13：體積與容積主題14：表面積主題15：比例尺主題16：基準量和比較量主題17：怎樣列式主題18：數量關係主題19：怎樣解題主題20：統計與機率總複習卷
                    
"
,"

所有版本都適用。彙整全國私中考題，迅速掌握考題方向。解答搭配圖示，講解詳盡迅速破除盲點。共有二十回，並附PISA模擬試題小冊。
                    
"
