書名,書籍網址,作者,出版社,ISBN,圖片網址
Flag，s 創客.自造者工作坊 ESP32 × Python AIoT 大應用,https://www.kingstone.com.tw//basic/2013120593510?zone=book&lid=search&actid=WISE&kw=python&pi=2,施威銘研究室,旗標      ,4712946750876,https://cdn.kingstone.com.tw/book/images/product/20131/2013120593510/2013120593510b.jpg
Python Course 2021,https://www.kingstone.com.tw//basic/203c106383217?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Oliver,Thomas",Ingram      ,9781008949799,https://cdn.kingstone.com.tw/english/images/product/9799/9781008949799.jpg
Python Course 2021,https://www.kingstone.com.tw//basic/203c106199484?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Oliver,Thomas",Ingram      ,9781008949867,https://cdn.kingstone.com.tw/english/images/product/9867/9781008949867.jpg
Python Course 2021,https://www.kingstone.com.tw//basic/203c106185332?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Oliver,Thomas",Ingram      ,9781008949812,https://cdn.kingstone.com.tw/english/images/product/9812/9781008949812.jpg
資料結構：使用Python（第二版）,https://www.kingstone.com.tw//basic/2014713619082?zone=book&lid=search&actid=WISE&kw=python&pi=2,蔡明志,碁峰資訊  ,9789865028756,https://cdn.kingstone.com.tw/book/images/product/20147/2014713619082/2014713619082b.jpg
Python 3 Programming,https://www.kingstone.com.tw//basic/203c106230017?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Timothy C,Needham",Ingram      ,9781393986874,https://cdn.kingstone.com.tw/english/images/product/6874/9781393986874.jpg
Python and R for the Modern Data Scientist,https://www.kingstone.com.tw//basic/203c108609883?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Rick J,Scavetta",Ingram      ,9781492093404,https://cdn.kingstone.com.tw/english/images/product/3404/9781492093404.jpg
Basic Python in Finance,https://www.kingstone.com.tw//basic/203c106385635?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Bob,Mather",Ingram      ,9781393432548,https://cdn.kingstone.com.tw/english/images/product/2548/9781393432548.jpg
"PYTHON DATA SCIENCE From beginner to Experts About Techniques of Data Mining, Big Data Analytics and Science, Python Programming and How to Use Them in Business",https://www.kingstone.com.tw//basic/203c106356482?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Python,School",Ingram      ,9781802939873,https://cdn.kingstone.com.tw/english/images/product/9873/9781802939873.jpg
"PYTHON DATA SCIENCE From beginner to Experts About Techniques of Data Mining, Big Data Analytics and Science, Python Programming and How to Use Them in Business",https://www.kingstone.com.tw//basic/203c106392112?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Python,School",Ingram      ,9781802939866,https://cdn.kingstone.com.tw/english/images/product/9866/9781802939866.jpg
Programming Microcontrollers with Python,https://www.kingstone.com.tw//basic/203c108371240?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Armstrong,Subero",Apress      ,9781484270578,https://cdn.kingstone.com.tw/english/images/product/0578/9781484270578.jpg
Python for IOT,https://www.kingstone.com.tw//basic/203c106371630?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Pratik,Tawde",Ingram      ,9786203197792,https://cdn.kingstone.com.tw/english/images/product/7792/9786203197792.jpg
Python for Beginners,https://www.kingstone.com.tw//basic/203c103744923?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Learning,Python in Deep",Bookly Ltd,9781801381925,https://cdn.kingstone.com.tw/english/images/product/1925/9781801381925.jpg
Python for Beginners,https://www.kingstone.com.tw//basic/203c103903171?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Learning,Python in Deep",Ingram      ,9781801381833,https://cdn.kingstone.com.tw/english/images/product/1833/9781801381833.jpg
Python for Beginners,https://www.kingstone.com.tw//basic/203c103145820?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Learning,Python in Deep",Ingram      ,9781801381826,https://cdn.kingstone.com.tw/english/images/product/1826/9781801381826.jpg
Python for Beginners,https://www.kingstone.com.tw//basic/203c103588948?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Learning,Python in Deep",Bookly Ltd,9781801381895,https://cdn.kingstone.com.tw/english/images/product/1895/9781801381895.jpg
Python for Beginners,https://www.kingstone.com.tw//basic/203c103903170?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Learning,Python in Deep",Ingram      ,9781801381772,https://cdn.kingstone.com.tw/english/images/product/1772/9781801381772.jpg
Python for Beginners,https://www.kingstone.com.tw//basic/203c103771334?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Learning,Python in Deep",Bookly Ltd,9781801381888,https://cdn.kingstone.com.tw/english/images/product/1888/9781801381888.jpg
Python for Beginners,https://www.kingstone.com.tw//basic/203c103614391?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Learning,Python in Deep",Bookly Ltd,9781801381918,https://cdn.kingstone.com.tw/english/images/product/1918/9781801381918.jpg
The Big Book of Small Python Projects,https://www.kingstone.com.tw//basic/203c108672555?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Al,Sweigart",Ingram      ,9781718501249,https://cdn.kingstone.com.tw/english/images/product/1249/9781718501249.jpg
Explainable AI with Python,https://www.kingstone.com.tw//basic/203c108660622?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Leonida,Gianfagna",Springer    ,9783030686390,https://cdn.kingstone.com.tw/english/images/product/6390/9783030686390.jpg
Python Ethical Hacking from Scratch,https://www.kingstone.com.tw//basic/203c106279019?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Fahad Ali,Sarwar",Packt       ,9781838829506,https://cdn.kingstone.com.tw/english/images/product/9506/9781838829506.jpg
Python for MBAs,https://www.kingstone.com.tw//basic/203c200901281?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Mattan,Griffel",Columbia Business School Publish,9780231193931,https://cdn.kingstone.com.tw/english/images/product/3931/9780231193931.jpg
Python for MBAs,https://www.kingstone.com.tw//basic/203c007121909?zone=english&lid=search&actid=WISE&kw=python&pi=2,"Mattan,Griffel",Columbia Business School Publish,9780231193924,https://cdn.kingstone.com.tw/english/images/product/3924/9780231193924.jpg
